trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
939,False,"{'a': 0.6, 'e': 0.3908349959789496}",20,9,8.442520238695735,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.6, 'e': 0.39044416098297063}",25,4,-121.27708488993703,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 3}",1
941,False,"{'a': 0.6, 'e': 0.3900537168219877}",20,3,-56.31586315380292,"{0: 11, 1: 4, 2: 1, 3: 0, 4: 1}",1
942,False,"{'a': 0.6, 'e': 0.3896636631051657}",20,6,4.511877962946968,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
943,False,"{'a': 0.6, 'e': 0.38927399944206054}",25,15,18.535443826423325,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.6, 'e': 0.38888472544261843}",20,8,-35.70106219242959,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
945,False,"{'a': 0.6, 'e': 0.38849584071717586}",25,0,-4.760482861239307,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
946,False,"{'a': 0.6, 'e': 0.38810734487645865}",20,15,-3.297226090248499,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
947,False,"{'a': 0.6, 'e': 0.3877192375315822}",20,0,-9.410384242942023,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
948,False,"{'a': 0.6, 'e': 0.3873315182940506}",25,16,7.806929083075873,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
949,False,"{'a': 0.6, 'e': 0.3869441867757566}",20,9,23.838699608234542,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.6, 'e': 0.38655724258898083}",20,15,8.000936509339814,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
